Id,Category
HW00005181,6
HW00007057,6
HW00001968,6
HW00005696,6
HW00002918,6
HW00007080,6
HW00002134,6
HW00000326,6
HW00000212,6
HW00005515,6
HW00006838,6
HW00001772,0
HW00007230,6
HW00005503,9
HW00004971,9
HW00007538,7
HW00007633,6
HW00002356,6
HW00000937,8
HW00007169,7
HW00003960,7
HW00006556,3
HW00005441,7
HW00006375,6
HW00007515,4
HW00000153,6
HW00001323,6
HW00000384,8
HW00000496,1
HW00004538,6
HW00007309,6
HW00004307,6
HW00004342,3
HW00007178,8
HW00000982,9
HW00005570,9
HW00004317,7
HW00005473,6
HW00002934,8
HW00003417,0
HW00001688,6
HW00005459,6
HW00004830,6
HW00004056,0
HW00004231,6
HW00001252,8
HW00004126,6
HW00003376,8
HW00000180,6
HW00002026,6
HW00001356,7
HW00000734,2
HW00000823,6
HW00004997,8
HW00006133,6
HW00005563,6
HW00000025,8
HW00005234,6
HW00003730,7
HW00007114,1
HW00001131,8
HW00002252,6
HW00002655,6
HW00000475,6
HW00001584,7
HW00005449,6
HW00001738,4
HW00000219,6
HW00005150,9
HW00004409,6
HW00002159,8
HW00005634,9
HW00002581,8
HW00005959,2
HW00002949,9
HW00007779,1
HW00005620,6
HW00007835,6
HW00005140,9
HW00006003,6
HW00003615,5
HW00000267,6
HW00004240,6
HW00002534,8
HW00000029,6
HW00003654,6
HW00006294,6
HW00002578,6
HW00000014,9
HW00001208,7
HW00001298,6
HW00005362,6
HW00007722,6
HW00005991,8
HW00006827,6
HW00000832,9
HW00005267,8
HW00000576,6
HW00003629,8
HW00005088,6
HW00005861,1
HW00006569,6
HW00002801,9
HW00007467,8
HW00004270,6
HW00007418,6
HW00005915,6
HW00001648,7
HW00006898,0
HW00007083,8
HW00002346,6
HW00003908,6
HW00005553,5
HW00004077,6
HW00002738,6
HW00005943,6
HW00007063,6
HW00003747,6
HW00003962,6
HW00005272,9
HW00004680,8
HW00005658,6
HW00002335,8
HW00007298,3
HW00007674,7
HW00006825,9
HW00004698,9
HW00003661,0
HW00003735,6
HW00007705,6
HW00004860,0
HW00001473,6
HW00003040,6
HW00001478,6
HW00000463,6
HW00002029,6
HW00001692,9
HW00003698,6
HW00001318,8
HW00002116,8
HW00001945,6
HW00002816,6
HW00007563,6
HW00005499,6
HW00006953,9
HW00001827,6
HW00003370,6
HW00001655,7
HW00002196,6
HW00002679,6
HW00005370,6
HW00007411,6
HW00000653,6
HW00007897,8
HW00005241,2
HW00000508,2
HW00005385,6
HW00002842,1
HW00004097,7
HW00004261,6
HW00003970,6
HW00002847,0
HW00000759,6
HW00004234,6
HW00004970,6
HW00005855,6
HW00004756,6
HW00003276,6
HW00004914,6
HW00003229,8
HW00000117,0
HW00002206,6
HW00007774,1
HW00006637,6
HW00006362,6
HW00006476,6
HW00001433,6
HW00007379,7
HW00006463,7
HW00005995,0
HW00005055,2
HW00001724,0
HW00000973,0
HW00005376,0
HW00006201,0
HW00002167,0
HW00004808,5
HW00001698,1
HW00002392,0
HW00007035,1
HW00006902,0
HW00003539,0
HW00004403,0
HW00002201,1
HW00005029,0
HW00005870,0
HW00003567,0
HW00007605,0
HW00002191,0
HW00003235,0
HW00004937,0
HW00000859,1
HW00004089,5
HW00004871,0
HW00003206,6
HW00006557,0
HW00001016,0
HW00002393,9
HW00007891,9
HW00004310,1
HW00005123,0
HW00004031,0
HW00002031,5
HW00000322,9
HW00007806,0
HW00005226,0
HW00000235,2
HW00004945,0
HW00006880,0
HW00005105,0
HW00007090,0
HW00007634,1
HW00007452,0
HW00001799,5
HW00005090,0
HW00002292,0
HW00003473,6
HW00002754,5
HW00006837,6
HW00003787,7
HW00007660,0
HW00006738,0
HW00001695,0
HW00003053,0
HW00006661,0
HW00000555,0
HW00000780,9
HW00007628,0
HW00000627,0
HW00001368,0
HW00002957,2
HW00006929,0
HW00001120,1
HW00003836,1
HW00003935,0
HW00000126,0
HW00001341,4
HW00006122,0
HW00006859,0
HW00002376,0
HW00005057,0
HW00004850,0
HW00000703,1
HW00007352,0
HW00003727,0
HW00000825,4
HW00002339,9
HW00003820,0
HW00003494,1
HW00003130,0
HW00002596,0
HW00003163,0
HW00002829,5
HW00005414,7
HW00006368,0
HW00005329,1
HW00006718,2
HW00002683,0
HW00005982,0
HW00007526,7
HW00003293,8
HW00001808,2
HW00006319,0
HW00003337,9
HW00004979,3
HW00002080,0
HW00004823,0
HW00006697,9
HW00001694,9
HW00006313,0
HW00005977,7
HW00000688,9
HW00002962,9
HW00000560,0
HW00000659,6
HW00005565,6
HW00001931,9
HW00007468,2
HW00004741,0
HW00001930,0
HW00003193,1
HW00000669,9
HW00001417,0
HW00000183,1
HW00001766,0
HW00005144,1
HW00007170,0
HW00005566,0
HW00002739,0
HW00005082,1
HW00007687,0
HW00007459,0
HW00003127,1
HW00007166,9
HW00004595,0
HW00002345,9
HW00003390,9
HW00001115,0
HW00002306,0
HW00006764,5
HW00000783,9
HW00003419,5
HW00004731,0
HW00001116,9
HW00003768,0
HW00003993,2
HW00000787,4
HW00003718,9
HW00001977,5
HW00007497,0
HW00000288,5
HW00000955,0
HW00002142,8
HW00001113,7
HW00000155,9
HW00001635,0
HW00004853,0
HW00006016,1
HW00004263,9
HW00005085,1
HW00001756,5
HW00007510,6
HW00006775,1
HW00004942,7
HW00006941,0
HW00007850,4
HW00006333,1
HW00002589,1
HW00003589,4
HW00001127,4
HW00001537,2
HW00005262,9
HW00001795,9
HW00006516,1
HW00006580,1
HW00005142,1
HW00005957,7
HW00004456,2
HW00007104,1
HW00007425,1
HW00000218,1
HW00001343,0
HW00005059,1
HW00000640,9
HW00000953,0
HW00001026,6
HW00002851,0
HW00004732,4
HW00001434,2
HW00006951,1
HW00002879,4
HW00003011,1
HW00006017,9
HW00003361,3
HW00004246,1
HW00007692,1
HW00003772,7
HW00000936,1
HW00000086,1
HW00007094,4
HW00007496,9
HW00003234,1
HW00000387,9
HW00007288,1
HW00004395,1
HW00005997,3
HW00000016,7
HW00001324,1
HW00005030,1
HW00004271,1
HW00004304,1
HW00000995,3
HW00002088,3
HW00002685,1
HW00002468,0
HW00005757,1
HW00001888,1
HW00001628,0
HW00006849,6
HW00000130,1
HW00006373,1
HW00003890,8
HW00007072,1
HW00000090,4
HW00004101,0
HW00004918,2
HW00001983,3
HW00001755,2
HW00004923,3
HW00007920,6
HW00007410,9
HW00004421,9
HW00005312,7
HW00007936,1
HW00007617,1
HW00006946,9
HW00007345,1
HW00004275,1
HW00005208,0
HW00003389,1
HW00000395,0
HW00003238,9
HW00005567,9
HW00000347,4
HW00006579,7
HW00004807,2
HW00004922,1
HW00004476,3
HW00001958,5
HW00003532,0
HW00003020,1
HW00000957,5
HW00003420,3
HW00005069,2
HW00006625,7
HW00004930,1
HW00007770,4
HW00003514,5
HW00005019,2
HW00001857,0
HW00002111,1
HW00004792,0
HW00007121,5
HW00007714,0
HW00001465,1
HW00000429,1
HW00000244,1
HW00007362,1
HW00003895,1
HW00003196,4
HW00001345,7
HW00007060,0
HW00007564,1
HW00004167,5
HW00001800,1
HW00006547,1
HW00002338,7
HW00005042,1
HW00002342,1
HW00004115,1
HW00004625,2
HW00007494,0
HW00000677,7
HW00000415,0
HW00001822,1
HW00002070,0
HW00002400,2
HW00006018,4
HW00000897,7
HW00007034,1
HW00000450,5
HW00007285,1
HW00000170,1
HW00003524,9
HW00002711,1
HW00000484,1
HW00001927,1
HW00005791,1
HW00003350,4
HW00003616,1
HW00002396,9
HW00000754,0
HW00003657,1
HW00004720,2
HW00005907,8
HW00003952,2
HW00005528,1
HW00004356,9
HW00000726,1
HW00007244,9
HW00005012,0
HW00003851,1
HW00001882,1
HW00005604,9
HW00004308,1
HW00002465,3
HW00001883,3
HW00002320,1
HW00007699,1
HW00004250,1
HW00001558,4
HW00002156,1
HW00004708,7
HW00002827,1
HW00006225,1
HW00003535,1
HW00004332,5
HW00007531,1
HW00006862,0
HW00004721,1
HW00000558,1
HW00007441,0
HW00006797,6
HW00002958,1
HW00001642,1
HW00002882,0
HW00006620,4
HW00002044,9
HW00005297,7
HW00003080,1
HW00000768,1
HW00002079,4
HW00003151,1
HW00000866,1
HW00002875,1
HW00002099,1
HW00005298,1
HW00007206,1
HW00000375,2
HW00007232,5
HW00006719,8
HW00006901,7
HW00005974,7
HW00006747,8
HW00006309,1
HW00007662,1
HW00006519,0
HW00007308,5
HW00001879,1
HW00001633,4
HW00005889,4
HW00005147,0
HW00004337,0
HW00003319,1
HW00004297,0
HW00002661,7
HW00001789,5
HW00006095,4
HW00005864,1
HW00006583,2
HW00003445,1
HW00004985,2
HW00003508,0
HW00006359,0
HW00006222,1
HW00006754,1
HW00007754,1
HW00002188,1
HW00005043,9
HW00001809,0
HW00000054,7
HW00006171,8
HW00006249,1
HW00006752,8
HW00007048,2
HW00007509,4
HW00000579,4
HW00005592,1
HW00002857,0
HW00007095,2
HW00006369,0
HW00001640,1
HW00000295,7
HW00004123,1
HW00001917,7
HW00000593,3
HW00007307,6
HW00006391,1
HW00004669,0
HW00000504,0
HW00004016,0
HW00000435,9
HW00002043,4
HW00007470,1
HW00004547,4
HW00002837,1
HW00001878,4
HW00004065,0
HW00002566,1
HW00000629,4
HW00003288,4
HW00001408,4
HW00005437,6
HW00007403,1
HW00005094,1
HW00001892,1
HW00007849,0
HW00007831,9
HW00005276,1
HW00000914,1
HW00006721,4
HW00003138,9
HW00004949,1
HW00007777,7
HW00001665,9
HW00003099,0
HW00006483,1
HW00006601,0
HW00003373,2
HW00006831,5
HW00001144,1
HW00003075,6
HW00000449,4
HW00003681,1
HW00005518,6
HW00004198,1
HW00005699,1
HW00003663,1
HW00002973,5
HW00002380,6
HW00002475,0
HW00005235,9
HW00006292,1
HW00001029,7
HW00007139,0
HW00007571,9
HW00005523,4
HW00006872,6
HW00004713,4
HW00003984,1
HW00005432,1
HW00000494,9
HW00006973,8
HW00005568,1
HW00001367,9
HW00004371,1
HW00005877,8
HW00006366,4
HW00001302,4
HW00003452,1
HW00003089,0
HW00004531,1
HW00000259,5
HW00004771,1
HW00005929,0
HW00004769,1
HW00005857,1
HW00007248,6
HW00002798,1
HW00001021,7
HW00002187,5
HW00006761,2
HW00001335,0
HW00001531,0
HW00006899,1
HW00001765,1
HW00000567,9
HW00004609,1
HW00004143,2
HW00005468,1
HW00005096,1
HW00000846,4
HW00005280,4
HW00004709,8
HW00004503,1
HW00000841,1
HW00006469,1
HW00007889,1
HW00003296,5
HW00002500,1
HW00002177,0
HW00007231,1
HW00002660,8
HW00005768,1
HW00000714,0
HW00005802,5
HW00004737,4
HW00000620,1
HW00003706,9
HW00001869,0
HW00004960,1
HW00000067,1
HW00005169,5
HW00000085,0
HW00001176,4
HW00002592,1
HW00003888,5
HW00007419,4
HW00007299,1
HW00002923,4
HW00002351,4
HW00001924,7
HW00005120,2
HW00005482,2
HW00003703,1
HW00003776,5
HW00001159,4
HW00005305,5
HW00003918,4
HW00001553,4
HW00004338,4
HW00000900,1
HW00007903,4
HW00000478,1
HW00006008,0
HW00007194,6
HW00005130,1
HW00004791,4
HW00002243,1
HW00005428,2
HW00006432,7
HW00001429,4
HW00007931,9
HW00007611,4
HW00003489,4
HW00001609,4
HW00007301,2
HW00000715,4
HW00003991,1
HW00006741,8
HW00005647,5
HW00003653,1
HW00007322,4
HW00005051,0
HW00007141,0
HW00006137,7
HW00000480,2
HW00001934,4
HW00000870,4
HW00002964,9
HW00002004,4
HW00003865,4
HW00002295,4
HW00007768,4
HW00005381,1
HW00002915,1
HW00000553,4
HW00000663,1
HW00005092,5
HW00007700,4
HW00001846,7
HW00007749,7
HW00001403,4
HW00006882,4
HW00006988,8
HW00007177,2
HW00002374,4
HW00000479,4
HW00000612,4
HW00007386,9
HW00006594,2
HW00005569,7
HW00000661,9
HW00001307,4
HW00007374,7
HW00004200,1
HW00004218,5
HW00007798,0
HW00002308,1
HW00002814,5
HW00002078,4
HW00003379,4
HW00006916,5
HW00004135,4
HW00005458,3
HW00002565,5
HW00006507,0
HW00004278,4
HW00006713,1
HW00005099,4
HW00006340,4
HW00004048,1
HW00000592,4
HW00001588,5
HW00005853,4
HW00002482,4
HW00002408,4
HW00007334,9
HW00004202,5
HW00003016,9
HW00007765,4
HW00002790,0
HW00000880,4
HW00007677,4
HW00000988,4
HW00005475,4
HW00001074,7
HW00004579,0
HW00004569,5
HW00006549,4
HW00004560,9
HW00000321,4
HW00005091,1
HW00001286,4
HW00001418,6
HW00002838,2
HW00003903,5
HW00007858,5
HW00006816,6
HW00000311,1
HW00000397,3
HW00000728,4
HW00004128,1
HW00007642,7
HW00006979,4
HW00000339,3
HW00000114,5
HW00006813,0
HW00000536,1
HW00005110,3
HW00007211,0
HW00000108,1
HW00000556,0
HW00003894,4
HW00003744,3
HW00003302,2
HW00002485,7
HW00007743,7
HW00006207,7
HW00007539,2
HW00001040,5
HW00002444,2
HW00001792,2
HW00003318,1
HW00002593,6
HW00002076,2
HW00003504,1
HW00007401,0
HW00007084,1
HW00004901,2
HW00003716,7
HW00005204,2
HW00004644,1
HW00003628,3
HW00007227,1
HW00004803,6
HW00002766,6
HW00002521,2
HW00006957,0
HW00006043,1
HW00002445,7
HW00002554,5
HW00004619,1
HW00005852,1
HW00004376,2
HW00002992,2
HW00003936,0
HW00004486,1
HW00003670,3
HW00001863,9
HW00003664,2
HW00004496,2
HW00007757,7
HW00006605,3
HW00006568,4
HW00001249,2
HW00007445,2
HW00001047,4
HW00006379,2
HW00003974,0
HW00007314,5
HW00001463,2
HW00000543,5
HW00004398,2
HW00004192,7
HW00001107,6
HW00000623,2
HW00004102,2
HW00000763,2
HW00007295,2
HW00006948,6
HW00004622,7
HW00001237,9
HW00005438,1
HW00007486,7
HW00006439,7
HW00002980,2
HW00006048,2
HW00006106,7
HW00006417,4
HW00004810,2
HW00004592,5
HW00004582,2
HW00004838,6
HW00006830,2
HW00006198,2
HW00004113,2
HW00002572,2
HW00006215,8
HW00006745,2
HW00007344,1
HW00004938,2
HW00006158,7
HW00003273,9
HW00005603,7
HW00005681,2
HW00007323,1
HW00002963,2
HW00005571,9
HW00002549,3
HW00003313,0
HW00001377,2
HW00006378,2
HW00000655,2
HW00005050,8
HW00004507,1
HW00001239,1
HW00006415,1
HW00005194,2
HW00000530,2
HW00007898,2
HW00003656,1
HW00002776,3
HW00003572,3
HW00005539,9
HW00001956,3
HW00002971,2
HW00007773,2
HW00006664,7
HW00003209,2
HW00002579,3
HW00005788,5
HW00006051,2
HW00003160,2
HW00004575,2
HW00007439,3
HW00006339,7
HW00005427,9
HW00005210,7
HW00007471,2
HW00006784,0
HW00005932,7
HW00006515,2
HW00006361,7
HW00002584,2
HW00003103,2
HW00001004,2
HW00005108,4
HW00004972,3
HW00001693,2
HW00002800,1
HW00000644,1
HW00007466,2
HW00002538,7
HW00005591,9
HW00002507,2
HW00002620,8
HW00007557,3
HW00005562,9
HW00001836,4
HW00007682,0
HW00005083,3
HW00005335,0
HW00005255,4
HW00001421,0
HW00005111,2
HW00006347,3
HW00002049,2
HW00003346,2
HW00003342,8
HW00001742,7
HW00002432,2
HW00003394,2
HW00002588,2
HW00002411,3
HW00006491,8
HW00004650,2
HW00001867,6
HW00002696,2
HW00002203,1
HW00001639,1
HW00000283,2
HW00004895,6
HW00004153,2
HW00006971,7
HW00000923,6
HW00002406,7
HW00006920,2
HW00002777,6
HW00006455,5
HW00006829,7
HW00002729,7
HW00004833,0
HW00002942,4
HW00003827,7
HW00006532,0
HW00006305,3
HW00003351,1
HW00002473,9
HW00000074,2
HW00006085,2
HW00006624,5
HW00004718,3
HW00006603,6
HW00001961,2
HW00005240,3
HW00006116,9
HW00002397,3
HW00006985,1
HW00007778,7
HW00000466,2
HW00003301,3
HW00007159,2
HW00001160,7
HW00001093,5
HW00001039,2
HW00005673,2
HW00000217,2
HW00005498,2
HW00006702,5
HW00006653,1
HW00003171,1
HW00003098,7
HW00003092,1
HW00005695,7
HW00001472,8
HW00005701,2
HW00005630,3
HW00001881,1
HW00001762,6
HW00006206,6
HW00004549,1
HW00000392,3
HW00006975,4
HW00003100,2
HW00002266,4
HW00005336,1
HW00002114,1
HW00001388,2
HW00005217,7
HW00006781,6
HW00005347,2
HW00001651,2
HW00002299,7
HW00004175,7
HW00004479,9
HW00007171,2
HW00002439,0
HW00002398,8
HW00000811,2
HW00006548,2
HW00007759,4
HW00003978,4
HW00001094,0
HW00002645,7
HW00005624,1
HW00007203,1
HW00001939,3
HW00007910,9
HW00002424,0
HW00006705,2
HW00000967,2
HW00007124,1
HW00003669,2
HW00000032,2
HW00005832,1
HW00004583,2
HW00002449,5
HW00002130,0
HW00000711,0
HW00004352,2
HW00001981,2
HW00004802,2
HW00007294,8
HW00000622,6
HW00007277,7
HW00000785,2
HW00000842,2
HW00002969,1
HW00000883,1
HW00004051,5
HW00005895,4
HW00006909,2
HW00006643,4
HW00001382,2
HW00002932,2
HW00003208,0
HW00003290,2
HW00003354,0
HW00002672,7
HW00007007,2
HW00000448,7
HW00005322,7
HW00004320,2
HW00003891,3
HW00002759,7
HW00004677,8
HW00001212,2
HW00002282,6
HW00004020,1
HW00000945,7
HW00000297,4
HW00006152,1
HW00003731,2
HW00001136,7
HW00007112,1
HW00007385,7
HW00000725,2
HW00004237,2
HW00004645,3
HW00004185,2
HW00003881,7
HW00007599,2
HW00004835,2
HW00003466,1
HW00001089,4
HW00007241,1
HW00003475,2
HW00006762,2
HW00000493,9
HW00003413,6
HW00002477,2
HW00002713,2
HW00003434,3
HW00000290,2
HW00002846,2
HW00005777,2
HW00006591,1
HW00001381,7
HW00001513,0
HW00003990,7
HW00000806,2
HW00004596,4
HW00005316,2
HW00003278,4
HW00005328,2
HW00003484,2
HW00001081,7
HW00001877,2
HW00007291,6
HW00002758,2
HW00007631,1
HW00000749,6
HW00004359,6
HW00004955,4
HW00006012,1
HW00007469,9
HW00004287,9
HW00007027,9
HW00003431,9
HW00005573,1
HW00000602,9
HW00006212,9
HW00002173,9
HW00004566,1
HW00005462,0
HW00004546,7
HW00002839,1
HW00007371,9
HW00005465,0
HW00003386,9
HW00005785,0
HW00006023,1
HW00004762,3
HW00003102,5
HW00000472,9
HW00005951,6
HW00001049,4
HW00001988,1
HW00007148,0
HW00000033,2
HW00002495,6
HW00002365,9
HW00001831,1
HW00007641,1
HW00004248,7
HW00004516,4
HW00000932,0
HW00002576,8
HW00001464,2
HW00003846,0
HW00001257,9
HW00000468,4
HW00007550,1
HW00006310,1
HW00004334,8
HW00005456,8
HW00002643,6
HW00004742,9
HW00006596,8
HW00004255,9
HW00006812,9
HW00002606,9
HW00007547,9
HW00002582,1
HW00003496,7
HW00001566,3
HW00003611,2
HW00001460,7
HW00000751,2
HW00004296,1
HW00003864,5
HW00000561,8
HW00006592,9
HW00001544,2
HW00002680,0
HW00007604,9
HW00003237,9
HW00002760,0
HW00003366,7
HW00000299,9
HW00000934,1
HW00006984,1
HW00000352,9
HW00003985,6
HW00006148,1
HW00006436,9
HW00006062,1
HW00005906,1
HW00002617,3
HW00001315,9
HW00006883,7
HW00004201,0
HW00004874,7
HW00005586,8
HW00001864,0
HW00003715,1
HW00000913,1
HW00005102,9
HW00004156,9
HW00003123,0
HW00002377,1
HW00002428,7
HW00007394,9
HW00000685,0
HW00004235,7
HW00003172,9
HW00001101,9
HW00006447,1
HW00000286,5
HW00006493,1
HW00001505,6
HW00000946,9
HW00003842,0
HW00004085,0
HW00003898,0
HW00004018,4
HW00002542,7
HW00003085,5
HW00000216,0
HW00006040,5
HW00005415,6
HW00001875,7
HW00005888,2
HW00007932,9
HW00005314,7
HW00001557,7
HW00007643,7
HW00004518,7
HW00006765,4
HW00007010,3
HW00003334,7
HW00003622,6
HW00004166,7
HW00005442,7
HW00007109,7
HW00007906,2
HW00002491,3
HW00002288,2
HW00006623,7
HW00005383,7
HW00002523,3
HW00007405,3
HW00003798,7
HW00000250,7
HW00003129,7
HW00002690,8
HW00002285,6
HW00001944,1
HW00007058,0
HW00005000,7
HW00006464,5
HW00005866,4
HW00004744,6
HW00001351,3
HW00003631,7
HW00006360,7
HW00002863,4
HW00000606,2
HW00007877,4
HW00004282,0
HW00006505,2
HW00007031,6
HW00003066,4
HW00001985,0
HW00002804,7
HW00003736,9
HW00007567,8
HW00005514,7
HW00004312,2
HW00005706,2
HW00004992,4
HW00004613,7
HW00005554,2
HW00007545,2
HW00002437,7
HW00001996,7
HW00001959,3
HW00002850,3
HW00004171,8
HW00006405,2
HW00002723,9
HW00007548,7
HW00002624,5
HW00002609,7
HW00002182,7
HW00006947,8
HW00006181,6
HW00003222,7
HW00001805,7
HW00005330,7
HW00006164,7
HW00004939,2
HW00002564,8
HW00000168,0
HW00007005,1
HW00000776,7
HW00003588,2
HW00002274,7
HW00003981,7
HW00007814,7
HW00002162,2
HW00002409,2
HW00006042,2
HW00005671,4
HW00003093,7
HW00007316,6
HW00007113,7
HW00006860,7
HW00001788,2
HW00000073,7
HW00006159,7
HW00003015,4
HW00005206,7
HW00005252,7
HW00003339,7
HW00004633,7
HW00003025,5
HW00005412,6
HW00003279,3
HW00003360,6
HW00002632,5
HW00007077,1
HW00002441,7
HW00005919,7
HW00000512,7
HW00002515,1
HW00002148,2
HW00002935,6
HW00001691,7
HW00003140,7
HW00005989,5
HW00003737,0
HW00004015,6
HW00004488,8
HW00002517,7
HW00004618,2
HW00004607,4
HW00000781,7
HW00002242,2
HW00007008,0
HW00005009,9
HW00007407,4
HW00006160,4
HW00000539,7
HW00000022,7
HW00000885,5
HW00001031,7
HW00002129,9
HW00007399,3
HW00004541,7
HW00002603,7
HW00004151,0
HW00005469,7
HW00005763,7
HW00000992,6
HW00000120,7
HW00006219,7
HW00006326,2
HW00000675,7
HW00006409,1
HW00000332,7
HW00003529,3
HW00003830,1
HW00006165,7
HW00005388,2
HW00003822,0
HW00001448,2
HW00002443,7
HW00006277,2
HW00003128,2
HW00003320,7
HW00004063,7
HW00002041,6
HW00007821,2
HW00002649,7
HW00001407,7
HW00007108,5
HW00001267,2
HW00003917,6
HW00004257,8
HW00003115,2
HW00004027,2
HW00000690,6
HW00006242,6
HW00007619,3
HW00003868,7
HW00003565,1
HW00000764,5
HW00002071,5
HW00002876,7
HW00006399,7
HW00001538,7
HW00006573,2
HW00006251,7
HW00007209,2
HW00003450,2
HW00002953,7
HW00003364,7
HW00000447,0
HW00000586,7
HW00004969,7
HW00000419,7
HW00002908,7
HW00006395,7
HW00006274,6
HW00002214,2
HW00003930,6
HW00005682,7
HW00001174,2
HW00007565,8
HW00000601,1
HW00000097,7
HW00002254,7
HW00003892,3
HW00005003,1
HW00003134,7
HW00001347,2
HW00007015,7
HW00004465,8
HW00003460,3
HW00006462,6
HW00000699,2
HW00003187,6
HW00007797,2
HW00003705,1
HW00006182,7
HW00007775,7
HW00002341,2
HW00007672,7
HW00004076,0
HW00003176,7
HW00004481,6
HW00005300,2
HW00005818,1
HW00006673,4
HW00001199,7
HW00000529,7
HW00005941,4
HW00001781,7
HW00004341,7
HW00007731,7
HW00003988,5
HW00004936,1
HW00000190,7
HW00006261,1
HW00003357,7
HW00001910,6
HW00006540,7
HW00005703,0
HW00000129,7
HW00002094,3
HW00005942,1
HW00007848,6
HW00005609,5
HW00004466,5
HW00005032,6
HW00003704,7
HW00004046,6
HW00007002,7
HW00006621,7
HW00007602,4
HW00002913,1
HW00000615,7
HW00007804,6
HW00006135,7
HW00004329,1
HW00001218,2
HW00001086,5
HW00000489,7
HW00005708,5
HW00006629,2
HW00005192,7
HW00004243,7
HW00003403,7
HW00003374,7
HW00002372,2
HW00005002,2
HW00003739,7
HW00003110,9
HW00003485,7
HW00006542,6
HW00006453,5
HW00001175,7
HW00003754,9
HW00001057,4
HW00003008,5
HW00005394,7
HW00001973,3
HW00003666,3
HW00001946,7
HW00002900,4
HW00003282,6
HW00006725,7
HW00006839,7
HW00005715,3
HW00007189,9
HW00007033,1
HW00002805,0
HW00000482,5
HW00003152,7
HW00003063,7
HW00001643,7
HW00000386,2
HW00006562,0
HW00002065,7
HW00003964,3
HW00005494,7
HW00003263,6
HW00003308,1
HW00000263,6
HW00001271,7
HW00003821,7
HW00003119,2
HW00003033,2
HW00003701,7
HW00002841,7
HW00004666,7
HW00004493,7
HW00004777,4
HW00003358,7
HW00006634,2
HW00005116,7
HW00000636,7
HW00004658,5
HW00002822,7
HW00001509,7
HW00000875,1
HW00007427,2
HW00003809,2
HW00003034,7
HW00005865,7
HW00006054,7
HW00005444,7
HW00003355,2
HW00003121,7
HW00000486,8
