Id,Category
HW00005181,6
HW00007057,6
HW00001968,6
HW00005696,6
HW00002918,6
HW00007080,8
HW00002134,6
HW00000326,6
HW00000212,9
HW00005515,6
HW00006838,6
HW00001772,0
HW00007230,6
HW00005503,9
HW00004971,9
HW00007538,6
HW00007633,6
HW00002356,6
HW00000937,3
HW00007169,6
HW00003960,6
HW00006556,3
HW00005441,3
HW00006375,6
HW00007515,4
HW00000153,6
HW00001323,6
HW00000384,6
HW00000496,1
HW00004538,6
HW00007309,6
HW00004307,6
HW00004342,3
HW00007178,6
HW00000982,2
HW00005570,9
HW00004317,8
HW00005473,6
HW00002934,6
HW00003417,9
HW00001688,6
HW00005459,8
HW00004830,6
HW00004056,9
HW00004231,7
HW00001252,8
HW00004126,6
HW00003376,6
HW00000180,6
HW00002026,6
HW00001356,7
HW00000734,6
HW00000823,6
HW00004997,8
HW00006133,1
HW00005563,8
HW00000025,6
HW00005234,6
HW00003730,6
HW00007114,2
HW00001131,6
HW00002252,6
HW00002655,6
HW00000475,6
HW00001584,7
HW00005449,6
HW00001738,6
HW00000219,6
HW00005150,9
HW00004409,6
HW00002159,6
HW00005634,9
HW00002581,8
HW00005959,7
HW00002949,9
HW00007779,7
HW00005620,6
HW00007835,6
HW00005140,9
HW00006003,6
HW00003615,7
HW00000267,6
HW00004240,6
HW00002534,8
HW00000029,6
HW00003654,7
HW00006294,6
HW00002578,6
HW00000014,1
HW00001208,6
HW00001298,6
HW00005362,6
HW00007722,6
HW00005991,6
HW00006827,9
HW00000832,9
HW00005267,8
HW00000576,6
HW00003629,6
HW00005088,6
HW00005861,2
HW00006569,6
HW00002801,9
HW00007467,9
HW00004270,6
HW00007418,2
HW00005915,6
HW00001648,6
HW00006898,1
HW00007083,9
HW00002346,6
HW00003908,6
HW00005553,0
HW00004077,6
HW00002738,6
HW00005943,6
HW00007063,6
HW00003747,6
HW00003962,5
HW00005272,9
HW00004680,9
HW00005658,6
HW00002335,8
HW00007298,6
HW00007674,5
HW00006825,9
HW00004698,5
HW00003661,6
HW00003735,6
HW00007705,6
HW00004860,0
HW00001473,6
HW00003040,8
HW00001478,6
HW00000463,7
HW00002029,8
HW00001692,8
HW00003698,6
HW00001318,6
HW00002116,8
HW00001945,2
HW00002816,8
HW00007563,6
HW00005499,6
HW00006953,9
HW00001827,6
HW00003370,6
HW00001655,7
HW00002196,6
HW00002679,7
HW00005370,6
HW00007411,6
HW00000653,6
HW00007897,6
HW00005241,2
HW00000508,5
HW00005385,6
HW00002842,6
HW00004097,9
HW00004261,8
HW00003970,6
HW00002847,7
HW00000759,6
HW00004234,6
HW00004970,6
HW00005855,6
HW00004756,6
HW00003276,6
HW00004914,6
HW00003229,6
HW00000117,0
HW00002206,6
HW00007774,1
HW00006637,6
HW00006362,6
HW00006476,6
HW00001433,6
HW00007379,5
HW00006463,5
HW00005995,0
HW00005055,2
HW00001724,0
HW00000973,0
HW00005376,0
HW00006201,0
HW00002167,0
HW00004808,1
HW00001698,1
HW00002392,0
HW00007035,1
HW00006902,0
HW00003539,0
HW00004403,0
HW00002201,1
HW00005029,0
HW00005870,0
HW00003567,0
HW00007605,2
HW00002191,0
HW00003235,9
HW00004937,0
HW00000859,1
HW00004089,0
HW00004871,0
HW00003206,0
HW00006557,0
HW00001016,0
HW00002393,9
HW00007891,6
HW00004310,1
HW00005123,0
HW00004031,0
HW00002031,0
HW00000322,0
HW00007806,0
HW00005226,0
HW00000235,2
HW00004945,9
HW00006880,0
HW00005105,0
HW00007090,0
HW00007634,0
HW00007452,0
HW00001799,0
HW00005090,0
HW00002292,0
HW00003473,6
HW00002754,5
HW00006837,6
HW00003787,6
HW00007660,0
HW00006738,9
HW00001695,0
HW00003053,0
HW00006661,0
HW00000555,1
HW00000780,9
HW00007628,8
HW00000627,7
HW00001368,0
HW00002957,9
HW00006929,0
HW00001120,2
HW00003836,1
HW00003935,9
HW00000126,0
HW00001341,0
HW00006122,0
HW00006859,1
HW00002376,0
HW00005057,5
HW00004850,0
HW00000703,2
HW00007352,0
HW00003727,0
HW00000825,4
HW00002339,9
HW00003820,9
HW00003494,0
HW00003130,1
HW00002596,0
HW00003163,0
HW00002829,2
HW00005414,7
HW00006368,0
HW00005329,9
HW00006718,2
HW00002683,0
HW00005982,0
HW00007526,1
HW00003293,0
HW00001808,9
HW00006319,9
HW00003337,9
HW00004979,1
HW00002080,0
HW00004823,0
HW00006697,3
HW00001694,0
HW00006313,0
HW00005977,6
HW00000688,9
HW00002962,9
HW00000560,9
HW00000659,1
HW00005565,7
HW00001931,9
HW00007468,9
HW00004741,0
HW00001930,0
HW00003193,1
HW00000669,9
HW00001417,0
HW00000183,1
HW00001766,0
HW00005144,9
HW00007170,0
HW00005566,0
HW00002739,5
HW00005082,1
HW00007687,0
HW00007459,0
HW00003127,0
HW00007166,9
HW00004595,0
HW00002345,9
HW00003390,9
HW00001115,0
HW00002306,0
HW00006764,5
HW00000783,0
HW00003419,3
HW00004731,0
HW00001116,9
HW00003768,9
HW00003993,9
HW00000787,1
HW00003718,9
HW00001977,1
HW00007497,0
HW00000288,5
HW00000955,5
HW00002142,0
HW00001113,6
HW00000155,0
HW00001635,1
HW00004853,9
HW00006016,1
HW00004263,0
HW00005085,1
HW00001756,4
HW00007510,7
HW00006775,1
HW00004942,6
HW00006941,0
HW00007850,2
HW00006333,1
HW00002589,1
HW00003589,4
HW00001127,4
HW00001537,2
HW00005262,9
HW00001795,2
HW00006516,1
HW00006580,2
HW00005142,4
HW00005957,2
HW00004456,2
HW00007104,1
HW00007425,5
HW00000218,9
HW00001343,0
HW00005059,1
HW00000640,9
HW00000953,0
HW00001026,5
HW00002851,0
HW00004732,4
HW00001434,2
HW00006951,1
HW00002879,4
HW00003011,1
HW00006017,0
HW00003361,3
HW00004246,9
HW00007692,1
HW00003772,7
HW00000936,1
HW00000086,1
HW00007094,1
HW00007496,9
HW00003234,1
HW00000387,9
HW00007288,4
HW00004395,2
HW00005997,1
HW00000016,1
HW00001324,1
HW00005030,1
HW00004271,0
HW00004304,5
HW00000995,1
HW00002088,3
HW00002685,1
HW00002468,8
HW00005757,1
HW00001888,1
HW00001628,0
HW00006849,6
HW00000130,4
HW00006373,0
HW00003890,4
HW00007072,1
HW00000090,7
HW00004101,9
HW00004918,1
HW00001983,3
HW00001755,2
HW00004923,3
HW00007920,6
HW00007410,0
HW00004421,1
HW00005312,4
HW00007936,0
HW00007617,1
HW00006946,0
HW00007345,7
HW00004275,1
HW00005208,0
HW00003389,1
HW00000395,0
HW00003238,9
HW00005567,9
HW00000347,2
HW00006579,0
HW00004807,2
HW00004922,1
HW00004476,2
HW00001958,5
HW00003532,0
HW00003020,2
HW00000957,2
HW00003420,9
HW00005069,1
HW00006625,9
HW00004930,1
HW00007770,4
HW00003514,0
HW00005019,2
HW00001857,0
HW00002111,1
HW00004792,0
HW00007121,5
HW00007714,9
HW00001465,1
HW00000429,1
HW00000244,1
HW00007362,1
HW00003895,1
HW00003196,1
HW00001345,7
HW00007060,9
HW00007564,1
HW00004167,7
HW00001800,0
HW00006547,0
HW00002338,7
HW00005042,2
HW00002342,1
HW00004115,1
HW00004625,2
HW00007494,1
HW00000677,1
HW00000415,0
HW00001822,1
HW00002070,0
HW00002400,1
HW00006018,4
HW00000897,1
HW00007034,0
HW00000450,5
HW00007285,1
HW00000170,1
HW00003524,1
HW00002711,1
HW00000484,1
HW00001927,1
HW00005791,1
HW00003350,4
HW00003616,1
HW00002396,1
HW00000754,0
HW00003657,1
HW00004720,7
HW00005907,9
HW00003952,3
HW00005528,1
HW00004356,4
HW00000726,1
HW00007244,2
HW00005012,0
HW00003851,1
HW00001882,1
HW00005604,9
HW00004308,2
HW00002465,3
HW00001883,3
HW00002320,1
HW00007699,7
HW00004250,1
HW00001558,1
HW00002156,1
HW00004708,4
HW00002827,1
HW00006225,1
HW00003535,1
HW00004332,0
HW00007531,1
HW00006862,0
HW00004721,4
HW00000558,1
HW00007441,0
HW00006797,7
HW00002958,1
HW00001642,1
HW00002882,0
HW00006620,1
HW00002044,2
HW00005297,0
HW00003080,1
HW00000768,4
HW00002079,4
HW00003151,1
HW00000866,1
HW00002875,4
HW00002099,1
HW00005298,1
HW00007206,1
HW00000375,2
HW00007232,2
HW00006719,7
HW00006901,1
HW00005974,0
HW00006747,1
HW00006309,1
HW00007662,1
HW00006519,7
HW00007308,1
HW00001879,1
HW00001633,4
HW00005889,1
HW00005147,2
HW00004337,7
HW00003319,1
HW00004297,9
HW00002661,1
HW00001789,4
HW00006095,4
HW00005864,1
HW00006583,7
HW00003445,1
HW00004985,2
HW00003508,7
HW00006359,7
HW00006222,1
HW00006754,1
HW00007754,1
HW00002188,1
HW00005043,9
HW00001809,0
HW00000054,2
HW00006171,6
HW00006249,1
HW00006752,9
HW00007048,2
HW00007509,4
HW00000579,1
HW00005592,1
HW00002857,0
HW00007095,2
HW00006369,0
HW00001640,1
HW00000295,0
HW00004123,1
HW00001917,7
HW00000593,3
HW00007307,2
HW00006391,4
HW00004669,9
HW00000504,0
HW00004016,0
HW00000435,0
HW00002043,4
HW00007470,4
HW00004547,1
HW00002837,2
HW00001878,4
HW00004065,1
HW00002566,4
HW00000629,4
HW00003288,1
HW00001408,7
HW00005437,8
HW00007403,7
HW00005094,1
HW00001892,1
HW00007849,6
HW00007831,9
HW00005276,1
HW00000914,1
HW00006721,4
HW00003138,9
HW00004949,1
HW00007777,8
HW00001665,9
HW00003099,0
HW00006483,0
HW00006601,0
HW00003373,2
HW00006831,2
HW00001144,1
HW00003075,6
HW00000449,7
HW00003681,1
HW00005518,9
HW00004198,2
HW00005699,4
HW00003663,4
HW00002973,0
HW00002380,1
HW00002475,1
HW00005235,9
HW00006292,4
HW00001029,1
HW00007139,0
HW00007571,9
HW00005523,4
HW00006872,2
HW00004713,5
HW00003984,1
HW00005432,4
HW00000494,8
HW00006973,8
HW00005568,1
HW00001367,7
HW00004371,1
HW00005877,9
HW00006366,1
HW00001302,1
HW00003452,1
HW00003089,0
HW00004531,1
HW00000259,1
HW00004771,2
HW00005929,0
HW00004769,4
HW00005857,1
HW00007248,0
HW00002798,1
HW00001021,0
HW00002187,6
HW00006761,8
HW00001335,0
HW00001531,0
HW00006899,1
HW00001765,1
HW00000567,6
HW00004609,2
HW00004143,2
HW00005468,1
HW00005096,1
HW00000846,0
HW00005280,4
HW00004709,1
HW00004503,9
HW00000841,1
HW00006469,1
HW00007889,4
HW00003296,1
HW00002500,1
HW00002177,0
HW00007231,1
HW00002660,3
HW00005768,1
HW00000714,0
HW00005802,1
HW00004737,4
HW00000620,1
HW00003706,0
HW00001869,0
HW00004960,0
HW00000067,1
HW00005169,1
HW00000085,5
HW00001176,4
HW00002592,9
HW00003888,7
HW00007419,4
HW00007299,4
HW00002923,4
HW00002351,4
HW00001924,7
HW00005120,2
HW00005482,7
HW00003703,2
HW00003776,5
HW00001159,4
HW00005305,0
HW00003918,4
HW00001553,4
HW00004338,4
HW00000900,4
HW00007903,4
HW00000478,1
HW00006008,0
HW00007194,0
HW00005130,1
HW00004791,4
HW00002243,4
HW00005428,5
HW00006432,2
HW00001429,4
HW00007931,6
HW00007611,4
HW00003489,4
HW00001609,4
HW00007301,2
HW00000715,4
HW00003991,1
HW00006741,9
HW00005647,9
HW00003653,2
HW00007322,4
HW00005051,4
HW00007141,4
HW00006137,7
HW00000480,4
HW00001934,4
HW00000870,4
HW00002964,7
HW00002004,4
HW00003865,1
HW00002295,4
HW00007768,4
HW00005381,1
HW00002915,4
HW00000553,4
HW00000663,4
HW00005092,4
HW00007700,4
HW00001846,1
HW00007749,7
HW00001403,1
HW00006882,4
HW00006988,7
HW00007177,2
HW00002374,4
HW00000479,4
HW00000612,4
HW00007386,9
HW00006594,4
HW00005569,7
HW00000661,4
HW00001307,1
HW00007374,9
HW00004200,4
HW00004218,5
HW00007798,0
HW00002308,3
HW00002814,4
HW00002078,4
HW00003379,4
HW00006916,5
HW00004135,4
HW00005458,3
HW00002565,7
HW00006507,4
HW00004278,4
HW00006713,4
HW00005099,4
HW00006340,4
HW00004048,7
HW00000592,4
HW00001588,4
HW00005853,4
HW00002482,4
HW00002408,4
HW00007334,1
HW00004202,9
HW00003016,0
HW00007765,9
HW00002790,9
HW00000880,1
HW00007677,4
HW00000988,4
HW00005475,4
HW00001074,7
HW00004579,9
HW00004569,4
HW00006549,7
HW00004560,4
HW00000321,4
HW00005091,4
HW00001286,4
HW00001418,7
HW00002838,4
HW00003903,9
HW00007858,5
HW00006816,8
HW00000311,0
HW00000397,6
HW00000728,4
HW00004128,4
HW00007642,7
HW00006979,4
HW00000339,2
HW00000114,4
HW00006813,1
HW00000536,1
HW00005110,3
HW00007211,2
HW00000108,1
HW00000556,9
HW00003894,4
HW00003744,3
HW00003302,2
HW00002485,7
HW00007743,8
HW00006207,2
HW00007539,2
HW00001040,9
HW00002444,2
HW00001792,2
HW00003318,6
HW00002593,4
HW00002076,2
HW00003504,2
HW00007401,0
HW00007084,2
HW00004901,2
HW00003716,8
HW00005204,2
HW00004644,2
HW00003628,3
HW00007227,0
HW00004803,6
HW00002766,6
HW00002521,3
HW00006957,1
HW00006043,9
HW00002445,7
HW00002554,7
HW00004619,4
HW00005852,2
HW00004376,4
HW00002992,2
HW00003936,0
HW00004486,7
HW00003670,2
HW00001863,0
HW00003664,9
HW00004496,0
HW00007757,2
HW00006605,3
HW00006568,4
HW00001249,0
HW00007445,2
HW00001047,7
HW00006379,2
HW00003974,0
HW00007314,2
HW00001463,2
HW00000543,2
HW00004398,7
HW00004192,7
HW00001107,7
HW00000623,2
HW00004102,2
HW00000763,1
HW00007295,9
HW00006948,6
HW00004622,0
HW00001237,2
HW00005438,7
HW00007486,7
HW00006439,2
HW00002980,2
HW00006048,2
HW00006106,3
HW00006417,2
HW00004810,5
HW00004592,9
HW00004582,2
HW00004838,9
HW00006830,7
HW00006198,2
HW00004113,2
HW00002572,3
HW00006215,2
HW00006745,2
HW00007344,2
HW00004938,1
HW00006158,9
HW00003273,2
HW00005603,2
HW00005681,2
HW00007323,1
HW00002963,0
HW00005571,9
HW00002549,3
HW00003313,0
HW00001377,4
HW00006378,2
HW00000655,4
HW00005050,8
HW00004507,6
HW00001239,1
HW00006415,4
HW00005194,4
HW00000530,9
HW00007898,2
HW00003656,1
HW00002776,0
HW00003572,3
HW00005539,6
HW00001956,2
HW00002971,2
HW00007773,2
HW00006664,2
HW00003209,2
HW00002579,0
HW00005788,1
HW00006051,2
HW00003160,2
HW00004575,4
HW00007439,3
HW00006339,2
HW00005427,2
HW00005210,0
HW00007471,9
HW00006784,2
HW00005932,7
HW00006515,2
HW00006361,2
HW00002584,2
HW00003103,2
HW00001004,7
HW00005108,4
HW00004972,3
HW00001693,2
HW00002800,0
HW00000644,7
HW00007466,2
HW00002538,2
HW00005591,3
HW00002507,2
HW00002620,8
HW00007557,3
HW00005562,2
HW00001836,1
HW00007682,8
HW00005083,3
HW00005335,9
HW00005255,4
HW00001421,8
HW00005111,2
HW00006347,3
HW00002049,2
HW00003346,7
HW00003342,0
HW00001742,7
HW00002432,3
HW00003394,2
HW00002588,2
HW00002411,3
HW00006491,7
HW00004650,2
HW00001867,1
HW00002696,7
HW00002203,1
HW00001639,1
HW00000283,2
HW00004895,2
HW00004153,8
HW00006971,7
HW00000923,4
HW00002406,6
HW00006920,5
HW00002777,2
HW00006455,5
HW00006829,2
HW00002729,2
HW00004833,6
HW00002942,2
HW00003827,7
HW00006532,0
HW00006305,2
HW00003351,4
HW00002473,2
HW00000074,2
HW00006085,2
HW00006624,2
HW00004718,3
HW00006603,6
HW00001961,2
HW00005240,2
HW00006116,0
HW00002397,3
HW00006985,1
HW00007778,2
HW00000466,3
HW00003301,3
HW00007159,2
HW00001160,6
HW00001093,7
HW00001039,2
HW00005673,7
HW00000217,2
HW00005498,3
HW00006702,7
HW00006653,4
HW00003171,4
HW00003098,2
HW00003092,2
HW00005695,0
HW00001472,9
HW00005701,2
HW00005630,3
HW00001881,4
HW00001762,6
HW00006206,9
HW00004549,2
HW00000392,3
HW00006975,1
HW00003100,1
HW00002266,1
HW00005336,9
HW00002114,1
HW00001388,2
HW00005217,7
HW00006781,7
HW00005347,2
HW00001651,2
HW00002299,7
HW00004175,2
HW00004479,9
HW00007171,3
HW00002439,0
HW00002398,2
HW00000811,2
HW00006548,7
HW00007759,4
HW00003978,4
HW00001094,1
HW00002645,7
HW00005624,1
HW00007203,3
HW00001939,3
HW00007910,9
HW00002424,0
HW00006705,2
HW00000967,2
HW00007124,2
HW00003669,2
HW00000032,5
HW00005832,2
HW00004583,2
HW00002449,7
HW00002130,0
HW00000711,7
HW00004352,4
HW00001981,2
HW00004802,2
HW00007294,7
HW00000622,6
HW00007277,7
HW00000785,7
HW00000842,0
HW00002969,1
HW00000883,1
HW00004051,9
HW00005895,7
HW00006909,2
HW00006643,4
HW00001382,2
HW00002932,2
HW00003208,2
HW00003290,2
HW00003354,1
HW00002672,2
HW00007007,2
HW00000448,8
HW00005322,2
HW00004320,2
HW00003891,2
HW00002759,1
HW00004677,8
HW00001212,4
HW00002282,2
HW00004020,1
HW00000945,7
HW00000297,4
HW00006152,0
HW00003731,2
HW00001136,2
HW00007112,1
HW00007385,7
HW00000725,2
HW00004237,2
HW00004645,3
HW00004185,6
HW00003881,7
HW00007599,2
HW00004835,2
HW00003466,9
HW00001089,3
HW00007241,1
HW00003475,2
HW00006762,2
HW00000493,8
HW00003413,9
HW00002477,2
HW00002713,7
HW00003434,3
HW00000290,4
HW00002846,2
HW00005777,2
HW00006591,1
HW00001381,2
HW00001513,9
HW00003990,7
HW00000806,0
HW00004596,1
HW00005316,3
HW00003278,6
HW00005328,2
HW00003484,2
HW00001081,2
HW00001877,2
HW00007291,8
HW00002758,2
HW00007631,1
HW00000749,2
HW00004359,9
HW00004955,1
HW00006012,1
HW00007469,0
HW00004287,0
HW00007027,9
HW00003431,9
HW00005573,1
HW00000602,9
HW00006212,6
HW00002173,9
HW00004566,1
HW00005462,9
HW00004546,7
HW00002839,8
HW00007371,9
HW00005465,0
HW00003386,9
HW00005785,4
HW00006023,1
HW00004762,3
HW00003102,9
HW00000472,6
HW00005951,9
HW00001049,6
HW00001988,1
HW00007148,0
HW00000033,4
HW00002495,9
HW00002365,9
HW00001831,1
HW00007641,1
HW00004248,7
HW00004516,1
HW00000932,9
HW00002576,9
HW00001464,2
HW00003846,9
HW00001257,9
HW00000468,7
HW00007550,1
HW00006310,1
HW00004334,8
HW00005456,9
HW00002643,9
HW00004742,9
HW00006596,8
HW00004255,9
HW00006812,9
HW00002606,9
HW00007547,9
HW00002582,9
HW00003496,9
HW00001566,3
HW00003611,2
HW00001460,6
HW00000751,9
HW00004296,1
HW00003864,5
HW00000561,9
HW00006592,9
HW00001544,0
HW00002680,0
HW00007604,9
HW00003237,9
HW00002760,0
HW00003366,7
HW00000299,9
HW00000934,1
HW00006984,1
HW00000352,9
HW00003985,6
HW00006148,1
HW00006436,9
HW00006062,1
HW00005906,1
HW00002617,3
HW00001315,9
HW00006883,9
HW00004201,0
HW00004874,1
HW00005586,9
HW00001864,9
HW00003715,1
HW00000913,7
HW00005102,9
HW00004156,9
HW00003123,0
HW00002377,1
HW00002428,1
HW00007394,8
HW00000685,9
HW00004235,1
HW00003172,0
HW00001101,9
HW00006447,1
HW00000286,5
HW00006493,9
HW00001505,0
HW00000946,9
HW00003842,0
HW00004085,0
HW00003898,7
HW00004018,4
HW00002542,9
HW00003085,5
HW00000216,9
HW00006040,5
HW00005415,9
HW00001875,6
HW00005888,2
HW00007932,9
HW00005314,2
HW00001557,6
HW00007643,7
HW00004518,2
HW00006765,5
HW00007010,7
HW00003334,6
HW00003622,5
HW00004166,8
HW00005442,7
HW00007109,7
HW00007906,2
HW00002491,3
HW00002288,9
HW00006623,6
HW00005383,6
HW00002523,7
HW00007405,3
HW00003798,7
HW00000250,7
HW00003129,7
HW00002690,7
HW00002285,6
HW00001944,4
HW00007058,7
HW00005000,7
HW00006464,9
HW00005866,4
HW00004744,6
HW00001351,1
HW00003631,4
HW00006360,7
HW00002863,5
HW00000606,7
HW00007877,7
HW00004282,0
HW00006505,2
HW00007031,9
HW00003066,4
HW00001985,1
HW00002804,7
HW00003736,9
HW00007567,4
HW00005514,7
HW00004312,7
HW00005706,2
HW00004992,4
HW00004613,7
HW00005554,2
HW00007545,2
HW00002437,7
HW00001996,7
HW00001959,3
HW00002850,3
HW00004171,8
HW00006405,2
HW00002723,6
HW00007548,3
HW00002624,9
HW00002609,7
HW00002182,7
HW00006947,9
HW00006181,6
HW00003222,9
HW00001805,7
HW00005330,2
HW00006164,7
HW00004939,7
HW00002564,8
HW00000168,5
HW00007005,6
HW00000776,7
HW00003588,4
HW00002274,7
HW00003981,7
HW00007814,7
HW00002162,7
HW00002409,2
HW00006042,3
HW00005671,4
HW00003093,7
HW00007316,6
HW00007113,7
HW00006860,7
HW00001788,2
HW00000073,7
HW00006159,3
HW00003015,1
HW00005206,7
HW00005252,7
HW00003339,7
HW00004633,7
HW00003025,0
HW00005412,7
HW00003279,6
HW00003360,6
HW00002632,8
HW00007077,7
HW00002441,2
HW00005919,7
HW00000512,7
HW00002515,4
HW00002148,4
HW00002935,6
HW00001691,7
HW00003140,7
HW00005989,7
HW00003737,7
HW00004015,7
HW00004488,2
HW00002517,7
HW00004618,7
HW00004607,4
HW00000781,7
HW00002242,4
HW00007008,7
HW00005009,6
HW00007407,4
HW00006160,4
HW00000539,7
HW00000022,7
HW00000885,0
HW00001031,7
HW00002129,3
HW00007399,6
HW00004541,7
HW00002603,7
HW00004151,2
HW00005469,2
HW00005763,7
HW00000992,7
HW00000120,7
HW00006219,7
HW00006326,2
HW00000675,7
HW00006409,4
HW00000332,7
HW00003529,3
HW00003830,1
HW00006165,7
HW00005388,2
HW00003822,9
HW00001448,2
HW00002443,7
HW00006277,7
HW00003128,7
HW00003320,9
HW00004063,7
HW00002041,6
HW00007821,3
HW00002649,7
HW00001407,7
HW00007108,1
HW00001267,2
HW00003917,7
HW00004257,8
HW00003115,2
HW00004027,7
HW00000690,7
HW00006242,6
HW00007619,2
HW00003868,7
HW00003565,7
HW00000764,5
HW00002071,5
HW00002876,7
HW00006399,7
HW00001538,7
HW00006573,4
HW00006251,7
HW00007209,7
HW00003450,2
HW00002953,7
HW00003364,2
HW00000447,9
HW00000586,7
HW00004969,7
HW00000419,7
HW00002908,7
HW00006395,7
HW00006274,6
HW00002214,2
HW00003930,5
HW00005682,4
HW00001174,6
HW00007565,9
HW00000601,2
HW00000097,7
HW00002254,7
HW00003892,7
HW00005003,2
HW00003134,7
HW00001347,7
HW00007015,7
HW00004465,8
HW00003460,4
HW00006462,7
HW00000699,2
HW00003187,6
HW00007797,1
HW00003705,7
HW00006182,7
HW00007775,7
HW00002341,7
HW00007672,7
HW00004076,1
HW00003176,7
HW00004481,3
HW00005300,3
HW00005818,7
HW00006673,7
HW00001199,2
HW00000529,3
HW00005941,2
HW00001781,7
HW00004341,6
HW00007731,4
HW00003988,7
HW00004936,1
HW00000190,7
HW00006261,4
HW00003357,7
HW00001910,7
HW00006540,7
HW00005703,0
HW00000129,7
HW00002094,6
HW00005942,1
HW00007848,7
HW00005609,0
HW00004466,5
HW00005032,6
HW00003704,2
HW00004046,7
HW00007002,7
HW00006621,7
HW00007602,4
HW00002913,2
HW00000615,7
HW00007804,6
HW00006135,7
HW00004329,7
HW00001218,9
HW00001086,7
HW00000489,2
HW00005708,8
HW00006629,2
HW00005192,6
HW00004243,7
HW00003403,7
HW00003374,7
HW00002372,2
HW00005002,3
HW00003739,7
HW00003110,8
HW00003485,7
HW00006542,6
HW00006453,0
HW00001175,7
HW00003754,5
HW00001057,4
HW00003008,7
HW00005394,7
HW00001973,3
HW00003666,3
HW00001946,7
HW00002900,4
HW00003282,7
HW00006725,7
HW00006839,4
HW00005715,3
HW00007189,1
HW00007033,1
HW00002805,0
HW00000482,4
HW00003152,7
HW00003063,7
HW00001643,7
HW00000386,2
HW00006562,9
HW00002065,7
HW00003964,2
HW00005494,7
HW00003263,6
HW00003308,4
HW00000263,0
HW00001271,2
HW00003821,7
HW00003119,6
HW00003033,2
HW00003701,7
HW00002841,3
HW00004666,8
HW00004493,7
HW00004777,4
HW00003358,7
HW00006634,7
HW00005116,7
HW00000636,7
HW00004658,7
HW00002822,4
HW00001509,2
HW00000875,7
HW00007427,2
HW00003809,2
HW00003034,7
HW00005865,7
HW00006054,7
HW00005444,7
HW00003355,0
HW00003121,7
HW00000486,6
